DEPT,NPHI,SP,DT,GR,CALI,RHOB,Deep_RS,RS,source
3400.5,32.4041,-39.1771,90.527,72.313,9.0339,2.504,6.3254,6.0919,las_8_df
3401.0,32.7694,-39.7479,90.7488,72.058,9.0396,2.511,6.6975,6.3303,las_8_df
3401.5,33.0048,-40.3957,89.8845,73.2433,9.0409,2.5107,6.8561,6.6362,las_8_df
3402.0,32.5553,-40.602,89.6306,75.5423,9.0139,2.5074,6.988,6.7691,las_8_df
3402.5,32.2962,-40.4819,89.458,77.6879,8.995,2.5049,6.8882,6.6567,las_8_df
3403.0,32.9725,-40.322,89.5223,79.4968,8.9961,2.513,6.7505,6.5833,las_8_df
3403.5,32.819,-40.4659,89.5031,79.7258,8.9972,2.5227,6.7386,6.4547,las_8_df
3404.0,32.1047,-40.5111,89.0719,77.6544,8.9963,2.522,6.8611,6.3637,las_8_df
3404.5,29.8012,-40.4567,88.5068,74.5454,8.9881,2.5204,7.0756,6.6775,las_8_df
3405.0,27.452,-40.3691,88.0671,70.4215,8.9744,2.5267,7.3146,7.061,las_8_df
3405.5,26.5894,-40.2815,87.5812,65.7994,8.9795,2.5326,7.7922,7.5145,las_8_df
3406.0,26.0846,-40.194,86.2015,64.7665,8.9705,2.5215,8.3284,7.8916,las_8_df
3406.5,25.6673,-40.1347,84.7883,64.3872,8.9681,2.5119,8.9475,8.2396,las_8_df
3407.0,25.727,-40.1347,83.7999,66.0673,8.9591,2.5117,9.6543,8.6392,las_8_df
3407.5,25.8163,-40.1347,83.0202,69.437,8.9505,2.5036,9.6866,8.778,las_8_df
3408.0,25.8162,-40.0022,82.6079,71.7389,8.9488,2.4973,9.6787,8.8664,las_8_df
3408.5,25.8722,-39.5052,82.3547,71.6155,8.951,2.4959,9.5823,8.9258,las_8_df
3409.0,26.2039,-39.6815,82.4218,72.538,8.9572,2.4967,9.5907,8.9816,las_8_df
3409.5,26.1154,-39.7262,82.5091,73.8958,8.9634,2.4974,9.6776,8.9727,las_8_df
3410.0,26.3062,-39.4641,82.8102,73.6836,8.9737,2.4985,9.4532,8.8751,las_8_df
3410.5,26.9372,-38.8536,83.1151,73.2217,8.9859,2.5003,9.2132,8.8704,las_8_df
3411.0,27.5105,-39.3236,83.3317,73.1501,8.9981,2.5038,9.2342,8.9751,las_8_df
3411.5,28.646,-40.1549,83.6036,74.0525,9.008,2.5087,9.4325,8.8957,las_8_df
3412.0,28.0645,-40.2169,83.8688,76.2965,9.0011,2.4942,9.7351,8.7126,las_8_df
3412.5,27.4611,-40.2908,84.1844,79.999,8.9846,2.4993,9.7567,8.5855,las_8_df
3413.0,27.0064,-40.3717,84.7936,80.627,8.9713,2.5092,9.7471,8.4602,las_8_df
3413.5,26.8012,-40.4827,85.2009,78.8212,8.968,2.5135,9.7374,8.3025,las_8_df
3414.0,26.5807,-40.4997,85.447,76.2578,8.9647,2.5232,9.3507,7.993,las_8_df
3414.5,26.7636,-40.489,85.3562,74.4481,8.9614,2.5283,9.0136,7.9616,las_8_df
3415.0,26.9593,-40.4039,84.8331,73.2027,8.9447,2.5237,8.6922,8.0397,las_8_df
3415.5,27.2652,-40.3227,84.5783,73.0557,8.9446,2.516,8.5546,8.1915,las_8_df
3416.0,27.6111,-40.3836,84.6622,74.0019,8.9262,2.5082,8.4192,8.1935,las_8_df
3416.5,27.6344,-40.3985,84.8309,75.9863,8.9221,2.5132,8.2966,8.1577,las_8_df
3417.0,28.0083,-40.3744,85.1733,78.6663,8.9389,2.5116,8.2617,8.121,las_8_df
3417.5,28.2648,-40.3502,85.3343,80.0973,8.9507,2.4931,8.2265,8.0839,las_8_df
3418.0,28.8047,-40.3261,85.364,81.3521,8.9444,2.4899,8.1805,8.0441,las_8_df
3418.5,29.1547,-40.173,85.422,81.2135,8.9551,2.505,8.1347,7.9072,las_8_df
3419.0,28.8163,-40.0114,85.7336,81.9367,8.9499,2.5,7.8947,7.7725,las_8_df
3419.5,28.2529,-39.8498,86.0104,81.8238,8.9446,2.4823,7.7995,7.6705,las_8_df
3420.0,27.4812,-40.1532,86.1705,79.5209,8.9477,2.4961,7.7569,7.5822,las_8_df
3420.5,26.6832,-40.3553,86.2461,72.0814,8.9536,2.4982,7.7668,7.513,las_8_df
3421.0,26.2586,-40.3658,85.82,67.6384,8.9569,2.487,7.8022,7.6038,las_8_df
3421.5,25.9152,-40.43,85.453,66.128,8.9393,2.4839,7.9109,7.6957,las_8_df
3422.0,26.0815,-40.4943,85.1581,67.0395,8.936,2.5012,8.0844,7.6914,las_8_df
3422.5,26.5836,-40.5368,84.731,67.785,8.9429,2.5156,8.3089,7.858,las_8_df
3423.0,27.1514,-40.5368,84.5764,67.8532,8.9499,2.5139,8.6941,8.1215,las_8_df
3423.5,27.9144,-40.5368,84.2647,67.4107,8.9577,2.5101,8.6982,8.3938,las_8_df
3424.0,28.5138,-40.524,83.8231,68.0074,8.9557,2.5281,8.6784,8.5515,las_8_df
3424.5,28.9779,-40.4704,83.2922,69.3054,8.9497,2.5374,8.7249,8.588,las_8_df
3425.0,29.2786,-40.4167,83.168,71.5501,8.9555,2.5347,8.6817,8.3881,las_8_df
3425.5,28.9424,-40.3631,83.7864,72.9389,8.9565,2.5113,8.2646,8.1929,las_8_df
3426.0,28.3962,-40.3094,84.7281,71.2831,8.9576,2.4782,8.1844,8.0879,las_8_df
3426.5,28.1319,-40.2558,85.4397,70.1835,8.9558,2.4776,8.105,8.0065,las_8_df
3427.0,28.9218,-40.2083,85.405,71.2675,8.9594,2.478,8.0301,7.9799,las_8_df
3427.5,29.6555,-40.2467,84.8405,72.636,8.9642,2.4781,8.1625,8.0627,las_8_df
3428.0,30.0781,-40.2852,83.737,73.5176,8.9674,2.4896,8.6393,8.4717,las_8_df
3428.5,29.8756,-40.3237,84.6014,73.9491,8.9723,2.5183,8.2367,7.852,las_8_df
3429.0,29.1973,-40.3739,85.396,73.2739,8.9828,2.5384,7.466,7.3189,las_8_df
3429.5,28.5431,-40.4483,86.1108,72.4333,8.9763,2.5218,7.1633,7.0658,las_8_df
3430.0,27.9633,-40.4512,87.0077,72.2278,8.9323,2.5006,7.2368,6.9604,las_8_df
3430.5,27.0302,-40.1433,86.827,72.0387,8.9521,2.468,7.311,7.1699,las_8_df
3431.0,26.9919,-40.3007,86.3421,71.0464,8.9479,2.4435,7.6149,7.4023,las_8_df
3431.5,27.5536,-40.4581,85.9362,70.1762,8.9033,2.4821,7.8138,7.6851,las_8_df
3432.0,27.8806,-40.4998,85.8076,70.5624,8.917,2.4932,7.81,7.6972,las_8_df
3432.5,27.7968,-40.3179,85.7451,71.569,8.9436,2.495,7.7316,7.6586,las_8_df
3433.0,27.4923,-40.3002,85.8889,74.1967,8.9313,2.5085,7.737,7.6446,las_8_df
3433.5,27.172,-40.3364,86.0236,75.8498,8.919,2.5074,7.8665,7.7766,las_8_df
3434.0,26.8362,-40.5065,85.9383,76.1089,8.9198,2.5081,8.1372,7.9286,las_8_df
3434.5,26.4208,-40.31,85.3957,75.3406,8.9265,2.5088,8.4309,8.1085,las_8_df
3435.0,26.0592,-40.1135,84.97,74.4326,8.9327,2.5074,8.1977,8.1864,las_8_df
3435.5,26.9937,-39.917,84.4446,73.0956,8.9442,2.4988,8.6844,8.3429,las_8_df
3436.0,27.0373,-39.7205,84.0268,71.3671,8.9467,2.5009,8.8552,8.5884,las_8_df
3436.5,26.9503,-39.6098,83.8627,70.1464,8.9442,2.5039,8.681,8.4909,las_8_df
3437.0,26.8074,-39.789,84.2116,70.4818,8.9538,2.5217,8.4904,8.2532,las_8_df
3437.5,26.6544,-40.2087,84.6971,70.8195,8.9527,2.5215,8.3039,8.1232,las_8_df
3438.0,26.764,-39.7228,85.2005,71.1572,8.9442,2.512,8.1485,8.113,las_8_df
3438.5,27.0085,-39.5329,85.7474,71.4989,8.9542,2.5022,8.1625,8.073,las_8_df
3439.0,27.3374,-39.6799,85.7555,72.4151,8.977,2.4967,8.1766,8.0195,las_8_df
3439.5,27.9232,-39.8325,85.3647,72.8274,8.9795,2.4842,8.3198,8.0722,las_8_df
3440.0,28.8557,-39.9318,85.0334,73.1516,8.9944,2.4735,8.4758,8.2205,las_8_df
3440.5,29.2912,-40.0758,84.7667,73.2348,9.0011,2.4604,8.4761,8.2962,las_8_df
3441.0,29.8585,-40.3074,84.8035,73.1489,8.9993,2.465,8.2732,8.0409,las_8_df
3441.5,30.8524,-40.6148,85.4378,72.9516,9.05,2.4908,8.0428,7.8277,las_8_df
3442.0,31.8642,-40.7757,86.0867,72.3703,9.0742,2.4626,7.8395,7.6288,las_8_df
3442.5,31.5493,-40.5806,86.6884,72.0625,9.1151,2.4333,7.6618,7.3653,las_8_df
3443.0,30.0253,-40.4639,87.2829,72.7053,9.1472,2.4154,7.2724,7.0283,las_8_df
3443.5,29.5819,-40.4334,87.9327,73.4866,9.1567,2.3603,6.8512,6.742,las_8_df
3444.0,30.2375,-40.403,88.5117,74.1829,9.1598,2.4007,6.7745,6.6464,las_8_df
3444.5,31.8487,-40.2997,88.603,74.8792,9.1709,2.3786,6.8037,6.66,las_8_df
3445.0,32.58,-40.1178,88.4742,75.5754,9.1694,2.3216,6.8916,6.7638,las_8_df
3445.5,32.1308,-39.933,88.1261,76.6133,9.1809,2.2936,6.8414,6.6539,las_8_df
3446.0,30.5521,-39.7481,88.4347,76.7455,9.1978,2.2871,6.5449,6.3935,las_8_df
3446.5,30.4757,-39.5584,88.6984,77.0863,9.1918,2.2974,6.3142,6.2725,las_8_df
3447.0,31.25,-39.1653,88.4677,77.6448,9.1712,2.3494,6.52,6.3353,las_8_df
3447.5,30.9139,-38.946,88.2698,77.0373,9.1709,2.3861,6.5929,6.5158,las_8_df
3448.0,29.2869,-39.5794,88.4148,74.9148,9.1722,2.4038,6.7338,6.5158,las_8_df
3448.5,28.0277,-39.9193,88.314,73.3911,9.1835,2.4039,7.1437,6.9471,las_8_df
3449.0,26.7685,-40.0531,87.8801,73.1838,9.1954,2.3986,7.1847,7.1371,las_8_df
3449.5,26.0432,-40.1585,87.4072,73.4869,9.1913,2.424,7.6739,7.375,las_8_df
3450.0,25.5158,-40.5466,86.2183,73.8247,9.2125,2.4682,8.0748,7.8058,las_8_df
3450.5,25.3023,-40.7278,85.4193,74.1821,9.2432,2.4761,8.7764,8.1829,las_8_df
3451.0,25.4406,-41.008,85.5822,74.6559,9.2964,2.4745,8.7273,8.3435,las_8_df
3451.5,26.4191,-41.118,85.9005,75.0618,9.2684,2.4465,8.2737,8.1095,las_8_df
3452.0,28.7082,-40.9172,86.1838,74.9845,9.2868,2.3993,8.1598,7.9187,las_8_df
3452.5,31.0847,-40.7668,86.3521,74.7686,9.355,2.4094,8.1106,7.7194,las_8_df
3453.0,31.7283,-40.7769,86.7661,74.7197,9.4075,2.3979,7.9379,7.5088,las_8_df
3453.5,30.8101,-40.7871,87.2896,74.6131,9.4294,2.3366,7.4396,7.1147,las_8_df
3454.0,29.5991,-40.712,88.0443,74.2147,9.4635,2.3168,6.9594,6.7972,las_8_df
3454.5,28.4761,-40.3622,88.7346,74.0856,9.4506,2.3429,6.7672,6.6484,las_8_df
3455.0,28.0937,-40.1243,88.7123,74.3585,9.4284,2.3835,6.7541,6.6906,las_8_df
3455.5,28.695,-40.1345,88.7123,75.054,9.3964,2.4091,6.9731,6.8064,las_8_df
3456.0,29.7432,-40.2781,88.0843,75.6664,9.4208,2.4026,7.4551,7.0913,las_8_df
3456.5,30.7463,-40.4529,87.1601,75.744,9.4533,2.3839,7.5807,7.3413,las_8_df
3457.0,31.4048,-40.5913,87.6147,75.0133,9.4682,2.3492,7.6752,7.5451,las_8_df
3457.5,32.0648,-40.5456,87.4802,74.5177,9.4689,2.328,7.6989,7.5581,las_8_df
3458.0,32.7247,-40.4632,87.9649,75.0904,9.5602,2.3573,7.1367,6.9443,las_8_df
3458.5,31.693,-40.2102,89.2465,76.523,9.6128,2.2996,6.7678,6.5388,las_8_df
3459.0,30.2131,-40.0805,90.4926,75.5907,9.6434,2.2411,6.4406,6.2403,las_8_df
3459.5,30.8169,-40.1516,91.3911,74.0632,9.6186,2.2348,6.3023,6.0717,las_8_df
3460.0,32.1163,-40.2227,90.7207,71.926,9.6,2.2286,6.5639,6.2843,las_8_df
3460.5,33.9752,-40.4127,89.0724,70.9143,9.5931,2.2097,6.8362,6.5962,las_8_df
3461.0,33.7931,-40.5906,88.0606,72.7605,9.5998,2.1837,6.8781,6.667,las_8_df
3461.5,33.4163,-40.53,88.2133,74.5765,9.6124,2.1704,6.7874,6.5674,las_8_df
3462.0,33.7069,-40.4694,89.0417,74.0299,9.6041,2.1405,6.4956,6.3008,las_8_df
3462.5,34.4139,-40.3981,89.9524,73.2651,9.6227,2.155,6.2973,6.1263,las_8_df
3463.0,34.3303,-40.2595,90.4877,72.6904,9.6227,2.1375,6.3869,6.0718,las_8_df
3463.5,34.2393,-40.1208,90.3799,72.1961,9.6369,2.1003,6.3466,6.0322,las_8_df
3464.0,34.1186,-39.9822,90.301,71.6804,9.6552,2.0919,6.0728,5.853,las_8_df
3464.5,34.9123,-39.9429,91.1619,71.6915,9.6641,2.1158,5.8713,5.7286,las_8_df
3465.0,36.7637,-40.2289,91.7804,72.3,9.6614,2.1517,5.8073,5.6558,las_8_df
3465.5,38.6219,-40.1915,91.6458,72.4663,9.6484,2.1937,5.7907,5.6156,las_8_df
3466.0,37.7123,-40.1542,91.7737,71.0713,9.63,2.2078,5.7816,5.5983,las_8_df
3466.5,36.2888,-40.1064,92.9871,69.238,9.6286,2.203,5.8024,5.5803,las_8_df
3467.0,35.3264,-40.0548,93.5448,67.7702,9.6417,2.1862,5.8232,5.5617,las_8_df
3467.5,34.364,-39.7555,94.2082,69.2008,9.6498,2.1665,5.8969,5.6385,las_8_df
3468.0,33.4664,-39.539,92.3589,70.7944,9.6348,2.1398,6.1572,5.7482,las_8_df
3468.5,33.7148,-39.7093,89.4934,72.9283,9.623,2.1146,6.6613,6.2227,las_8_df
3469.0,34.9458,-39.8689,88.9279,76.862,9.6063,2.0642,6.6919,6.473,las_8_df
3469.5,35.5828,-40.4195,89.2157,78.8519,9.6037,2.0466,6.5223,6.3413,las_8_df
3470.0,36.0869,-40.9145,89.0863,76.8544,9.6038,1.9951,6.3811,5.9789,las_8_df
3470.5,36.4985,-40.8167,89.7148,76.5368,9.6102,1.9662,5.9656,5.6012,las_8_df
3471.0,36.91,-40.582,91.8082,75.6288,9.6339,2.0108,5.757,5.4406,las_8_df
3471.5,37.4098,-40.6699,92.3322,75.6959,9.619,2.0457,5.7223,5.4777,las_8_df
3472.0,37.8535,-40.7557,92.4403,76.4498,9.6016,2.0812,5.7597,5.5186,las_8_df
3472.5,38.1243,-40.4645,92.4489,76.9943,9.6263,2.0901,5.8241,5.5887,las_8_df
3473.0,38.1121,-40.1753,91.2011,77.1031,9.6218,2.0924,5.7733,5.6213,las_8_df
3473.5,36.8226,-40.3529,91.8898,76.1665,9.6173,2.094,5.7242,5.5422,las_8_df
3474.0,34.8221,-40.5305,92.919,74.3324,9.6135,2.112,5.6883,5.4642,las_8_df
3474.5,35.3619,-40.6576,94.0099,73.5117,9.6051,2.1204,5.6586,5.4093,las_8_df
3475.0,35.7464,-40.7485,95.1918,73.9977,9.597,2.1178,5.6308,5.3568,las_8_df
3475.5,36.5224,-40.8393,94.4467,74.6284,9.6031,2.1091,5.6105,5.3359,las_8_df
3476.0,37.4233,-40.841,93.3284,75.72,9.6073,2.0562,5.6723,5.4241,las_8_df
3476.5,37.9442,-40.8309,92.5473,75.8667,9.613,2.0703,5.7348,5.5137,las_8_df
3477.0,38.1422,-40.8208,92.4927,75.3353,9.6148,2.1277,5.7733,5.5963,las_8_df
3477.5,38.3625,-40.7937,92.3312,75.4977,9.6109,2.152,5.7949,5.6724,las_8_df
3478.0,39.0016,-40.7621,91.9137,76.1368,9.5946,2.1271,5.7452,5.5573,las_8_df
3478.5,39.9906,-40.7304,92.6664,76.5777,9.5901,2.085,5.6805,5.4208,las_8_df
3479.0,40.1016,-40.6988,93.3393,76.3321,9.6105,2.0628,5.432,5.2904,las_8_df
3479.5,39.9797,-40.7876,94.03,75.1683,9.6145,2.0647,5.2373,5.1663,las_8_df
3480.0,38.2858,-40.9284,95.146,73.9227,9.5936,2.0689,5.0821,5.045,las_8_df
3480.5,36.4304,-40.8277,97.3352,72.9678,9.6066,2.1064,5.399,5.174,las_8_df
3481.0,34.9602,-40.727,98.14,72.7413,9.624,2.141,5.5784,5.427,las_8_df
3481.5,34.1723,-40.6216,98.2708,73.0089,9.5786,2.1583,5.6806,5.5804,las_8_df
3482.0,33.3844,-40.51,96.4476,73.1711,9.5561,2.1329,5.7974,5.7303,las_8_df
3482.5,32.6248,-40.3983,92.8765,73.3311,9.551,2.1073,6.763,6.3382,las_8_df
3483.0,31.9146,-40.3964,89.9941,73.7574,9.5725,2.1123,6.7722,6.5817,las_8_df
3483.5,32.0571,-40.5122,89.4624,74.0511,9.5676,2.1388,6.509,6.3881,las_8_df
3484.0,32.9654,-40.7536,90.2805,75.1013,9.579,2.1666,6.3695,6.1878,las_8_df
3484.5,32.9961,-40.6609,91.2413,76.7644,9.6017,2.1606,6.2317,6.0723,las_8_df
3485.0,33.2255,-40.5883,91.0555,75.8256,9.5908,2.1458,6.0806,5.959,las_8_df
3485.5,34.4507,-40.6421,89.8061,73.5592,9.5805,2.1825,6.647,6.2616,las_8_df
3486.0,38.5977,-40.6691,88.004,72.275,9.5743,2.2332,7.0356,6.7181,las_8_df
3486.5,40.3049,-40.6691,88.5227,73.8639,9.572,2.2066,7.0117,6.8771,las_8_df
3487.0,39.7998,-40.6691,88.5755,75.4221,9.5741,2.2049,6.9973,6.8684,las_8_df
3487.5,39.2948,-40.7702,89.7179,75.9491,9.5854,2.2339,6.7084,6.2895,las_8_df
3488.0,37.661,-40.9963,92.2226,75.6401,9.5793,2.243,6.149,5.8626,las_8_df
3488.5,36.0304,-41.1602,97.3343,75.0136,9.5476,2.2437,5.6938,5.4787,las_8_df
3489.0,34.1802,-40.8928,100.5736,74.4233,9.5673,2.2351,5.5657,5.3468,las_8_df
3489.5,34.7674,-40.6111,98.6377,73.8468,9.5812,2.2057,5.6842,5.5673,las_8_df
3490.0,35.6434,-40.7382,96.5635,74.0146,9.6286,2.2456,6.0669,5.7968,las_8_df
3490.5,36.8868,-41.0291,93.5985,75.0926,9.6814,2.2809,6.4717,6.1506,las_8_df
3491.0,37.5169,-41.1406,93.0221,76.1275,9.717,2.2458,6.5888,6.5398,las_8_df
3491.5,38.1293,-40.9065,93.6954,76.5512,9.7237,2.2191,6.5888,6.2233,las_8_df
3492.0,36.5668,-40.7412,95.6255,76.8072,9.7287,2.2215,6.2781,5.9222,las_8_df
3492.5,34.5279,-40.5678,96.8164,76.9345,9.748,2.2359,6.1508,5.8431,las_8_df
3493.0,34.1293,-40.4006,96.5023,75.5757,9.7371,2.28,6.1608,5.9389,las_8_df
3493.5,35.2908,-40.0211,95.5377,75.5998,9.696,2.3386,6.5628,6.2877,las_8_df
3494.0,36.2383,-39.7899,93.0628,78.6401,9.6754,2.3905,6.8413,6.6393,las_8_df
3494.5,35.8048,-40.0973,91.5668,80.3976,9.6577,2.3988,7.0656,6.9064,las_8_df
3495.0,35.4277,-40.8391,93.6465,81.0864,9.6333,2.3884,7.2907,7.2032,las_8_df
3495.5,35.947,-41.1023,95.6564,81.7442,9.6291,2.3812,7.2597,7.114,las_8_df
3496.0,33.8212,-41.1402,97.7821,82.3652,9.7613,2.3649,7.1384,6.9681,las_8_df
3496.5,32.2498,-41.0558,95.6015,80.5116,9.7501,2.3327,6.9732,6.8253,las_8_df
3497.0,31.9311,-41.1017,96.1956,78.5697,9.7717,2.3079,6.8115,6.7214,las_8_df
3497.5,32.4332,-41.167,97.4205,77.6757,9.7648,2.3056,6.6965,6.6352,las_8_df
3498.0,33.3917,-41.2054,97.0064,78.1681,9.7582,2.3349,6.7384,6.5968,las_8_df
3498.5,34.061,-40.7674,96.1555,78.3944,9.763,2.3505,6.8223,6.6304,las_8_df
3499.0,32.8504,-40.4441,95.2996,77.5672,9.7794,2.3264,6.9149,6.6951,las_8_df
3499.5,32.8078,-40.8049,95.4746,75.4682,9.7765,2.2803,7.095,6.8161,las_8_df
3500.0,34.4479,-41.5907,94.1455,74.6481,9.7873,2.2888,7.3007,7.0536,las_8_df
3500.5,34.673,-41.2397,92.5781,73.9612,9.8009,2.3392,7.4301,7.3149,las_8_df
3501.0,33.9871,-41.196,92.3289,73.5333,9.7993,2.3106,7.4742,7.2768,las_8_df
3501.5,33.4049,-40.9195,92.5265,73.039,9.7908,2.288,7.1959,6.8048,las_8_df
3502.0,33.8727,-40.9008,93.5422,72.5447,9.7835,2.3183,6.7266,6.5575,las_8_df
3502.5,34.1392,-40.5112,94.4337,72.786,9.8192,2.3522,6.9259,6.7331,las_8_df
3503.0,33.0194,-39.8738,92.9608,73.9442,9.8254,2.3701,6.9839,6.8538,las_8_df
3503.5,32.4265,-40.1097,92.3296,75.5379,9.8315,2.3443,6.9408,6.8314,las_8_df
3504.0,32.3364,-40.4223,94.5135,78.1815,9.8174,2.3174,6.7946,6.6281,las_8_df
3504.5,32.7275,-40.6843,93.0499,79.1217,9.8076,2.3144,6.7951,6.6473,las_8_df
3505.0,34.4549,-40.8151,92.5264,79.1843,9.8004,2.3093,7.1089,6.8394,las_8_df
3505.5,36.9459,-40.7404,90.47,78.5523,9.8023,2.2972,7.2357,6.8501,las_8_df
3506.0,39.105,-40.7293,88.8885,77.4096,9.8209,2.2895,6.9757,6.7232,las_8_df
3506.5,39.6791,-40.9991,90.6324,76.7535,9.8434,2.2883,6.4587,6.2983,las_8_df
3507.0,37.0412,-41.2453,93.4201,76.7609,9.856,2.3002,5.9139,5.9158,las_8_df
3507.5,33.2048,-41.0749,95.801,76.5803,9.8211,2.2729,5.7861,5.7024,las_8_df
3508.0,31.4427,-40.8305,96.9635,76.4197,9.8147,2.2707,5.7524,5.6748,las_8_df
3508.5,31.5285,-40.2439,95.619,76.2971,9.8229,2.2766,6.2843,6.1071,las_8_df
3509.0,33.9977,-40.789,92.552,76.4667,9.8428,2.3039,6.8803,6.6544,las_8_df
3509.5,35.8276,-41.4116,90.4631,78.0475,9.8563,2.3163,7.2745,7.1159,las_8_df
3510.0,36.6502,-41.4219,91.1644,77.9156,9.8487,2.2647,7.1518,6.9225,las_8_df
3510.5,36.5421,-41.2978,93.3196,78.0474,9.8375,2.2499,6.8802,6.703,las_8_df
3511.0,36.6949,-41.251,94.6704,78.6813,9.8146,2.2702,6.7646,6.5619,las_8_df
3511.5,36.6777,-40.8979,95.1414,78.9906,9.7836,2.3121,6.7561,6.4558,las_8_df
3512.0,35.4523,-40.6534,95.2201,79.1717,9.7833,2.324,6.7625,6.4903,las_8_df
3512.5,34.7635,-40.4804,95.2988,79.9689,9.7913,2.3155,6.7672,6.6174,las_8_df
3513.0,34.6761,-40.6646,96.2078,80.8408,9.8028,2.3297,6.764,6.538,las_8_df
3513.5,34.6801,-41.1096,95.7793,81.5302,9.8221,2.3458,6.966,6.7023,las_8_df
3514.0,34.2361,-41.2945,94.8221,80.7625,9.8507,2.3548,6.998,6.7588,las_8_df
3514.5,32.59,-41.3657,94.3114,79.1046,9.8629,2.3699,6.9268,6.7751,las_8_df
3515.0,31.6239,-41.3647,94.0314,78.1274,9.8029,2.3836,6.9281,6.8627,las_8_df
3515.5,32.052,-41.3443,93.675,77.0745,9.6989,2.3967,7.3565,7.066,las_8_df
3516.0,31.5838,-41.1496,93.0733,76.3008,9.7482,2.4216,7.6174,7.4752,las_8_df
3516.5,30.9767,-40.8663,92.0023,76.271,9.7805,2.443,7.7302,7.611,las_8_df
3517.0,30.3358,-40.7016,91.4037,76.9211,9.785,2.4232,7.6896,7.5303,las_8_df
3517.5,29.6693,-40.5681,90.9734,77.2748,9.7741,2.3958,7.4552,7.331,las_8_df
3518.0,29.1846,-40.6059,90.3687,77.4095,9.7403,2.3967,7.5186,7.3165,las_8_df
3518.5,30.9258,-41.0287,89.2176,77.441,9.8667,2.3838,8.0312,7.7527,las_8_df
3519.0,34.6495,-41.1744,87.987,77.7193,10.042,2.3486,8.2772,8.005,las_8_df
3519.5,35.6282,-41.2009,87.4857,78.1251,10.1184,2.2984,7.8372,7.5584,las_8_df
3520.0,36.2431,-41.3767,88.7272,77.9998,10.1312,2.2415,7.3003,6.9189,las_8_df
3520.5,36.5677,-40.9408,89.8968,75.3065,10.1398,2.1625,6.6688,6.5184,las_8_df
3521.0,36.7321,-40.651,90.7287,72.9101,10.1729,2.1349,6.509,6.3712,las_8_df
3521.5,36.958,-40.4916,90.8387,71.7547,10.1515,2.1492,6.35,6.2772,las_8_df
3522.0,37.5544,-40.3322,89.1663,70.7324,10.1336,2.1475,6.2882,6.2014,las_8_df
3522.5,38.2492,-40.2285,90.1019,69.7513,10.1521,2.1437,6.285,6.0811,las_8_df
3523.0,38.4567,-40.7025,90.7306,69.3091,10.1547,2.0834,5.9052,5.629,las_8_df
3523.5,37.9233,-41.013,91.912,69.3968,10.1527,1.9752,5.3964,5.2724,las_8_df
3524.0,36.332,-41.1802,92.7962,70.1805,10.1717,1.987,5.1608,5.0486,las_8_df
3524.5,34.7407,-40.9587,94.3007,71.1437,10.1853,2.0428,5.0972,5.011,las_8_df
3525.0,33.7358,-40.8132,95.0212,72.9518,10.1695,2.1423,5.2835,5.1862,las_8_df
3525.5,33.716,-40.7321,93.7803,75.323,10.1557,2.1972,5.605,5.4425,las_8_df
3526.0,35.0487,-40.6905,96.1682,76.3233,10.1437,2.2187,5.8675,5.6737,las_8_df
3526.5,35.9325,-40.2345,92.3335,76.8321,10.1364,2.2412,6.1079,5.8996,las_8_df
3527.0,35.8823,-39.7785,91.1562,77.3695,10.1369,2.23,6.2245,5.9583,las_8_df
3527.5,35.7462,-40.104,91.3753,78.5116,10.1653,2.195,6.0737,5.8287,las_8_df
3528.0,36.0437,-40.8378,92.1547,79.418,10.1776,2.1503,5.7498,5.5324,las_8_df
3528.5,37.1588,-41.3793,91.9975,79.1625,10.1684,2.101,5.4927,5.4164,las_8_df
3529.0,37.119,-41.2143,93.4848,77.8888,10.1658,2.0957,5.4852,5.3651,las_8_df
3529.5,37.1141,-41.0444,94.5615,76.0029,10.1592,2.0486,5.5098,5.4091,las_8_df
3530.0,38.2689,-40.8559,92.4714,74.9144,10.1696,2.0469,5.472,5.3631,las_8_df
3530.5,38.669,-40.4621,93.7494,74.5664,10.1758,2.091,5.4369,5.3772,las_8_df
3531.0,37.9758,-39.9195,93.7906,75.0448,10.1411,2.1242,5.479,5.4302,las_8_df
3531.5,37.1315,-39.9973,93.0068,75.4021,10.1446,2.1995,5.5872,5.4976,las_8_df
3532.0,36.4169,-40.3947,92.9745,75.3699,10.1528,2.237,5.6744,5.5698,las_8_df
3532.5,36.9477,-40.5276,92.6615,75.5323,10.1589,2.2381,5.7652,5.6148,las_8_df
3533.0,38.0383,-40.5175,92.1215,76.6641,10.1326,2.2259,5.8941,5.6338,las_8_df
3533.5,39.1289,-40.5074,91.0291,78.2105,10.1159,2.2078,5.7906,5.6115,las_8_df
3534.0,39.3957,-40.4972,93.608,79.2263,10.1333,2.2075,5.6532,5.517,las_8_df
3534.5,40.1852,-40.444,94.8426,79.4402,10.1398,2.1549,5.5271,5.4471,las_8_df
3535.0,40.7981,-40.3295,96.3858,78.5109,10.1317,2.1404,5.5058,5.4409,las_8_df
3535.5,39.968,-40.2151,100.5512,77.5424,10.1284,2.1229,5.5632,5.5082,las_8_df
3536.0,38.7959,-40.1006,96.8081,77.0553,10.1631,2.0822,5.7135,5.5325,las_8_df
