DEPT,NPHI,SP,DT,GR,CALI,RHOB,Deep_RS,RS,source
2063.5,33.9537,-23.365,105.9372,43.2042,11.7543,2.465,9.6201,11.5284,las_4_df
2064.0,32.7414,-23.1935,103.7689,42.0599,11.1443,2.483,9.9559,12.1121,las_4_df
2064.5,32.6217,-22.9304,102.7299,42.1873,10.2591,2.5055,10.1554,14.5921,las_4_df
2065.0,33.7702,-22.6309,100.924,42.702,10.285,2.5126,10.0855,17.2089,las_4_df
2065.5,35.0105,-23.0715,101.2635,43.2166,10.3106,2.5124,10.0164,16.2617,las_4_df
2066.0,35.783,-23.5503,103.0679,44.4734,10.3131,2.5162,9.7738,13.4497,las_4_df
2066.5,36.2597,-23.075,104.6589,46.6867,10.1733,2.537,9.5101,12.5376,las_4_df
2067.0,37.1494,-22.6232,106.9952,48.3106,9.9182,2.5289,9.2534,12.2152,las_4_df
2067.5,37.6107,-22.3223,108.1555,49.4078,10.3009,2.5035,9.0929,11.9782,las_4_df
2068.0,37.4094,-22.8618,108.4639,49.7521,10.5322,2.5134,9.0217,11.372,las_4_df
2068.5,37.3979,-23.8191,106.3917,50.0234,10.3483,2.5192,8.951,11.0158,las_4_df
2069.0,37.7794,-24.0905,104.5343,50.1219,10.4356,2.5179,8.8808,11.5675,las_4_df
2069.5,38.9144,-23.8901,103.1916,49.7793,10.3836,2.5201,8.8112,13.121,las_4_df
2070.0,39.8446,-23.6771,104.1031,49.5731,10.3484,2.5418,8.7418,13.2247,las_4_df
2070.5,38.9183,-23.5815,107.2152,49.4329,10.332,2.5238,8.6727,12.0901,las_4_df
2071.0,39.111,-22.9952,108.5826,49.5289,10.7837,2.4854,8.6041,11.3864,las_4_df
2071.5,39.3843,-22.2915,108.8902,50.1599,11.1668,2.4764,8.5361,11.3575,las_4_df
2072.0,39.8668,-22.1096,108.8225,50.791,11.0741,2.4716,8.5243,11.2844,las_4_df
2072.5,40.0297,-22.017,109.4908,50.5061,10.7835,2.4851,8.5243,11.1187,las_4_df
2073.0,39.4079,-22.0505,109.6819,49.9721,10.6877,2.4986,8.7075,10.7158,las_4_df
2073.5,38.0103,-23.291,108.9839,49.9298,11.0235,2.4963,8.9082,10.3164,las_4_df
2074.0,36.6872,-23.9584,107.0284,50.4785,10.8889,2.483,9.1134,11.4992,las_4_df
2074.5,37.9841,-24.4669,106.3873,50.2022,10.9119,2.4742,9.3234,15.2293,las_4_df
2075.0,39.3847,-24.8618,107.2217,49.0406,11.0228,2.4704,9.3608,16.0759,las_4_df
2075.5,39.7054,-24.8213,108.9613,49.7543,10.5843,2.4607,9.3277,14.1873,las_4_df
2076.0,39.664,-24.6238,110.4782,50.4681,10.1003,2.4442,9.2947,12.1239,las_4_df
2076.5,39.3926,-24.5525,111.3102,51.1819,10.3822,2.4268,9.2619,12.3321,las_4_df
2077.0,39.4567,-24.3858,110.15,51.8956,10.6739,2.4407,9.2291,12.7058,las_4_df
2077.5,40.0138,-23.8715,109.1373,51.7433,10.7663,2.4517,9.1965,12.9261,las_4_df
2078.0,40.0355,-23.6382,109.2339,51.2675,10.6049,2.4693,9.0968,12.4915,las_4_df
2078.5,39.898,-24.3796,109.4603,51.649,10.6022,2.4791,8.8623,11.7754,las_4_df
2079.0,39.7146,-24.7819,109.4717,52.7134,10.6702,2.4962,8.8079,11.7105,las_4_df
2079.5,39.7733,-24.5816,109.3621,53.4991,10.5953,2.4686,8.8492,12.0852,las_4_df
2080.0,39.9667,-24.2456,109.4939,53.8049,10.5179,2.4748,8.9945,12.4211,las_4_df
2080.5,40.7403,-23.7684,109.9729,54.0612,10.4533,2.4787,8.772,12.5331,las_4_df
2081.0,40.8665,-23.318,110.3102,53.718,10.3677,2.4609,8.5551,12.322,las_4_df
2081.5,40.6086,-23.1026,110.996,52.8179,10.5621,2.4696,8.3434,11.9706,las_4_df
2082.0,40.0525,-22.5318,109.1893,51.2061,10.3587,2.4912,8.5972,11.0215,las_4_df
2082.5,38.5035,-21.9132,103.4984,50.17,10.199,2.5082,8.9635,9.9863,las_4_df
2083.0,36.8741,-21.6235,99.5891,49.5214,10.166,2.5401,9.2814,11.2702,las_4_df
2083.5,37.0078,-21.4633,97.5889,49.564,10.2022,2.5775,9.6106,15.7414,las_4_df
2084.0,37.5125,-21.7742,99.1677,49.7333,10.3936,2.6093,9.9515,15.7099,las_4_df
2084.5,37.0304,-21.984,103.9617,49.6207,10.8004,2.5809,10.2193,13.2547,las_4_df
2085.0,36.2037,-22.3762,106.9565,47.9921,10.7969,2.4872,10.5908,14.2534,las_4_df
2085.5,36.7657,-23.7511,107.8836,46.6384,10.5215,2.4444,10.9102,16.2211,las_4_df
2086.0,38.3075,-24.5001,108.486,47.5122,10.3015,2.457,10.4443,15.694,las_4_df
2086.5,39.8606,-24.8671,109.2468,48.386,9.8877,2.4891,9.9201,14.0272,las_4_df
2087.0,39.3285,-25.0929,109.3737,49.342,10.1466,2.515,9.6969,12.3093,las_4_df
2087.5,38.8773,-25.4115,109.0133,49.9304,10.2149,2.5054,9.4434,12.7255,las_4_df
2088.0,39.1217,-25.3816,108.6988,50.2372,10.4134,2.4877,9.1773,12.9688,las_4_df
2088.5,39.0716,-25.3964,108.6684,49.7849,10.2361,2.5083,8.7686,12.8584,las_4_df
2089.0,38.2433,-25.2618,109.3048,49.3327,10.0877,2.5006,8.501,12.1923,las_4_df
2089.5,38.065,-25.0739,109.3756,48.8804,10.2264,2.4917,8.2445,11.3312,las_4_df
2090.0,38.5335,-24.7444,109.5761,48.1644,10.138,2.4872,8.0596,11.3393,las_4_df
2090.5,39.4795,-24.5849,110.392,47.5013,10.0494,2.4859,7.9251,11.7234,las_4_df
2091.0,39.3875,-24.7149,110.6852,46.9272,10.0437,2.4861,7.8533,11.8237,las_4_df
2091.5,39.0082,-25.157,112.2444,46.3675,10.0906,2.4876,7.6965,11.2022,las_4_df
2092.0,37.4134,-27.4114,114.4443,46.0842,10.1376,2.5014,7.7866,10.1557,las_4_df
2092.5,34.5238,-28.482,111.4095,45.9486,10.0853,2.4853,8.1884,9.3742,las_4_df
2093.0,30.4868,-28.5159,104.37,44.6587,9.967,2.4678,8.6109,10.2312,las_4_df
2093.5,29.4323,-27.7275,101.3113,43.3191,9.9335,2.4606,8.8301,17.2156,las_4_df
2094.0,33.2482,-26.6805,98.5043,43.4984,9.8972,2.469,9.0317,23.5177,las_4_df
2094.5,36.5692,-25.8209,100.1552,44.7333,9.8609,2.4984,9.0953,16.9584,las_4_df
2095.0,38.761,-26.0175,104.6297,47.1826,9.8246,2.5515,9.1211,12.3044,las_4_df
2095.5,39.0858,-26.1046,107.0875,48.076,9.8975,2.5423,9.1469,11.2946,las_4_df
2096.0,39.4121,-25.6866,107.0613,48.0035,10.0108,2.532,9.1729,11.4914,las_4_df
2096.5,39.7395,-24.825,106.691,48.3387,10.124,2.5269,8.9194,11.822,las_4_df
2097.0,39.4895,-23.7964,106.2535,49.1868,10.1799,2.5139,8.7077,12.3737,las_4_df
2097.5,39.3066,-23.5001,105.9761,49.8267,10.0963,2.506,8.5476,12.614,las_4_df
2098.0,39.4526,-24.2129,106.275,50.2756,9.9191,2.5211,8.442,12.2563,las_4_df
2098.5,39.5985,-24.9106,106.0005,49.5665,10.1854,2.5347,8.4801,11.6546,las_4_df
2099.0,39.7444,-24.3161,104.9303,48.8573,10.3187,2.5246,8.5184,11.7836,las_4_df
2099.5,39.5509,-23.159,103.892,48.1482,10.417,2.5044,8.5568,12.6626,las_4_df
2100.0,39.0346,-22.5804,102.9748,48.0253,10.5152,2.5127,8.5955,12.6626,las_4_df
2100.5,38.671,-21.7265,104.6579,48.646,10.0583,2.5209,8.6343,12.1026,las_4_df
2101.0,38.6807,-20.8438,105.1885,49.0145,10.2551,2.5144,8.6732,11.6469,las_4_df
2101.5,38.4865,-20.5209,105.0749,48.8564,10.3942,2.5048,8.7124,11.6722,las_4_df
2102.0,37.9588,-21.5694,104.7779,48.6983,10.1758,2.5107,8.7517,11.7244,las_4_df
2102.5,37.2985,-23.2945,104.5412,49.2001,10.0351,2.526,8.7912,11.3226,las_4_df
2103.0,36.4096,-23.6953,104.5071,49.3803,10.0682,2.5314,8.8309,11.3385,las_4_df
2103.5,35.9584,-23.0604,103.7106,49.1599,10.1902,2.5196,8.9786,11.9813,las_4_df
2104.0,36.0519,-23.172,103.2125,48.4837,10.2699,2.5284,8.9117,12.6649,las_4_df
2104.5,36.6925,-23.4629,104.042,48.4118,10.1564,2.5367,8.8297,12.8792,las_4_df
2105.0,37.1853,-23.7463,105.0359,49.0203,10.1118,2.5344,8.7925,11.8302,las_4_df
2105.5,37.4678,-23.9726,106.4477,49.9307,10.1875,2.51,8.803,11.2852,las_4_df
2106.0,37.8897,-24.2401,107.369,51.3296,10.3835,2.4843,8.7553,11.8282,las_4_df
2106.5,38.5405,-24.621,107.1066,51.5191,10.2824,2.496,8.7079,12.1763,las_4_df
2107.0,38.1131,-24.9684,107.2091,51.0569,10.0964,2.5045,8.7047,11.6342,las_4_df
2107.5,37.3271,-24.897,107.0359,51.1216,10.1185,2.508,8.8839,11.059,las_4_df
2108.0,36.3167,-24.6146,105.7639,51.8011,10.2116,2.5159,8.9983,11.868,las_4_df
2108.5,37.348,-23.779,104.8158,52.4807,10.2489,2.5424,9.0637,13.1863,las_4_df
2109.0,38.6762,-23.6316,104.2947,52.5561,10.2581,2.5665,9.0578,13.3462,las_4_df
2109.5,38.2297,-24.781,104.7904,52.5268,10.1637,2.5621,9.0654,12.452,las_4_df
2110.0,37.8961,-25.4165,106.0148,51.9197,10.2914,2.5367,9.1221,11.8229,las_4_df
2110.5,37.8264,-25.2676,106.8236,50.6182,10.2667,2.5097,9.1643,12.047,las_4_df
2111.0,37.5566,-24.1797,105.7361,50.8081,10.3035,2.5052,9.2031,12.3488,las_4_df
2111.5,37.5228,-23.6679,104.5992,51.7994,10.1861,2.5069,9.1117,12.2796,las_4_df
2112.0,38.2277,-23.314,103.9918,52.2249,10.0623,2.5176,9.0749,12.1279,las_4_df
2112.5,37.9923,-23.5865,103.5894,50.6102,10.5854,2.5253,9.2322,12.0255,las_4_df
2113.0,36.7069,-24.5563,102.6183,49.0788,10.4747,2.5237,9.1864,12.3102,las_4_df
2113.5,35.4145,-24.51,103.052,47.9427,10.3386,2.5213,9.2498,13.2276,las_4_df
2114.0,34.7742,-24.6765,103.5824,46.8112,10.2066,2.523,9.6558,13.0094,las_4_df
2114.5,33.3316,-24.9291,103.9106,45.6931,10.4313,2.5242,10.0796,11.8161,las_4_df
2115.0,32.8943,-25.2815,103.194,44.575,10.5276,2.5183,10.1373,12.957,las_4_df
2115.5,35.0537,-26.001,102.2238,43.8529,10.3247,2.5035,10.0754,16.4157,las_4_df
2116.0,36.0687,-26.8539,100.7678,45.6112,10.1218,2.5148,10.0138,20.0036,las_4_df
2116.5,36.3888,-27.0008,101.4024,47.3696,9.9189,2.5422,9.9526,16.9367,las_4_df
2117.0,37.479,-26.5496,103.181,49.1279,9.9948,2.5649,9.8918,11.6882,las_4_df
2117.5,38.2634,-26.0166,103.4268,50.0624,10.2094,2.5532,9.8313,11.9632,las_4_df
2118.0,38.1555,-26.0181,103.6249,51.0171,10.6029,2.5254,9.5947,12.2446,las_4_df
2118.5,37.359,-26.0718,103.7787,51.6594,10.4584,2.5389,9.3992,12.1343,las_4_df
2119.0,36.6705,-26.1802,103.2561,51.9413,10.3139,2.5459,9.3123,11.9269,las_4_df
2119.5,36.5834,-26.301,102.2121,52.2827,10.2022,2.5497,9.2261,12.1963,las_4_df
2120.0,36.6306,-26.3309,103.3281,52.5204,10.2424,2.542,9.1407,12.7897,las_4_df
2120.5,37.0773,-26.3624,104.2575,52.271,10.4242,2.56,9.1571,13.0515,las_4_df
2121.0,37.4035,-27.9545,105.3931,51.8779,10.2186,2.5795,9.1797,12.526,las_4_df
2121.5,37.2556,-28.6665,106.7526,51.4645,10.3498,2.524,9.2025,12.1955,las_4_df
2122.0,36.6369,-27.6242,105.4143,50.7138,10.3542,2.4884,9.2252,12.1605,las_4_df
2122.5,36.6077,-26.8764,104.0971,49.9547,10.3916,2.4959,9.2481,12.2427,las_4_df
2123.0,37.0828,-26.2877,103.6331,49.6099,10.4905,2.5212,9.271,12.772,las_4_df
2123.5,36.3849,-25.4517,103.8106,50.1358,10.5619,2.5619,9.2939,13.055,las_4_df
2124.0,35.8633,-25.6984,104.073,51.9021,10.3008,2.5817,9.3169,12.4499,las_4_df
2124.5,35.7668,-26.0878,104.1379,50.7048,10.2347,2.5314,9.34,11.9566,las_4_df
2125.0,35.9003,-26.4156,104.0155,49.7591,10.2889,2.5094,9.3631,12.2255,las_4_df
2125.5,36.594,-26.0984,103.5905,49.0204,10.3027,2.5165,9.3863,12.5159,las_4_df
2126.0,37.0159,-25.0163,103.2002,47.7218,10.4207,2.5222,9.4095,12.3272,las_4_df
2126.5,36.8328,-24.2153,103.2482,46.3185,11.4326,2.5221,9.6785,12.0924,las_4_df
2127.0,36.9505,-24.3326,102.5124,44.5305,12.3549,2.5168,10.21,11.9085,las_4_df
2127.5,37.0682,-25.1211,99.9733,42.3031,11.9367,2.5127,10.9257,12.316,las_4_df
2128.0,37.1859,-26.5539,98.0194,41.0774,11.1547,2.5109,11.0445,16.1275,las_4_df
2128.5,37.3036,-28.249,98.0763,40.3992,10.6009,2.5088,11.1134,33.2277,las_4_df
2129.0,37.4213,-28.4228,100.1969,42.0208,10.047,2.4991,11.0778,30.7397,las_4_df
2129.5,37.5389,-28.0457,103.2159,45.0171,9.858,2.4877,11.0859,16.8782,las_4_df
2130.0,37.6566,-27.3296,105.4721,48.0134,9.9293,2.5132,11.0317,12.2273,las_4_df
2130.5,37.7691,-26.6543,105.9546,50.3983,10.5354,2.506,10.5328,12.013,las_4_df
2131.0,37.812,-26.2887,105.2535,49.5415,10.5744,2.497,10.0565,12.7387,las_4_df
2131.5,37.8286,-25.9528,104.9657,46.7937,10.5933,2.4933,9.6747,13.0157,las_4_df
2132.0,38.3468,-26.1164,105.1658,48.8178,10.627,2.486,9.3723,12.9409,las_4_df
2132.5,38.8593,-26.432,105.5042,50.3937,10.6641,2.4942,9.0946,12.2322,las_4_df
2133.0,38.9632,-26.4533,105.6749,50.7053,10.4621,2.4907,8.8689,11.8796,las_4_df
2133.5,38.5149,-26.1741,105.7534,50.0565,10.2497,2.4937,8.6489,11.7613,las_4_df
2134.0,38.0434,-26.2771,106.1048,49.3372,10.3481,2.5073,8.4764,11.7076,las_4_df
2134.5,37.5719,-26.5496,106.0362,48.6684,10.4119,2.5059,8.4764,11.6336,las_4_df
2135.0,37.8318,-26.2037,106.0279,48.635,10.4558,2.4952,8.4764,11.531,las_4_df
2135.5,38.6362,-26.2537,107.093,48.3786,10.4965,2.4802,8.4764,11.4637,las_4_df
2136.0,39.7706,-27.2177,108.5694,48.0975,10.4018,2.4779,8.4764,11.1005,las_4_df
2136.5,40.8693,-27.9591,110.4633,48.1827,10.3406,2.4759,8.3573,10.7319,las_4_df
2137.0,40.0317,-27.9912,111.3519,48.3612,10.6795,2.471,8.1918,10.6038,las_4_df
2137.5,39.194,-28.3442,111.3546,48.5396,10.7123,2.4447,8.0296,10.6182,las_4_df
2138.0,38.3564,-28.6221,110.7198,48.7181,10.6745,2.4646,8.7073,10.4617,las_4_df
2138.5,38.0145,-28.8013,109.8562,45.8213,10.6426,2.456,9.5488,10.2541,las_4_df
2139.0,37.9479,-28.8286,109.338,42.6709,10.9151,2.4366,10.1566,10.0506,las_4_df
2139.5,37.8813,-29.0779,107.9403,38.895,10.94,2.4303,10.8031,11.3688,las_4_df
2140.0,37.8147,-30.7761,105.7931,34.4553,10.7296,2.4227,11.4907,19.6604,las_4_df
2140.5,37.7481,-32.7544,105.6227,32.0056,10.5369,2.415,11.8544,52.3022,las_4_df
2141.0,37.6815,-32.5854,106.51,35.0587,10.3442,2.409,12.0673,53.9958,las_4_df
2141.5,37.6148,-31.7003,107.617,40.6616,10.1514,2.4487,11.6823,20.6267,las_4_df
2142.0,37.5482,-31.2606,109.2455,45.6822,10.1986,2.48,11.258,12.0864,las_4_df
2142.5,37.1433,-33.1261,109.7251,47.8519,10.3473,2.5184,10.8491,11.4263,las_4_df
2143.0,37.0456,-33.1277,109.3038,49.433,10.3445,2.5345,10.3499,11.8603,las_4_df
2143.5,37.2442,-31.6387,108.441,51.1783,10.3815,2.5666,9.8043,11.628,las_4_df
2144.0,37.6669,-31.4583,108.5635,53.0415,10.5378,2.5614,9.2875,11.8624,las_4_df
2144.5,37.5362,-31.8652,108.7908,52.8423,10.6932,2.5233,8.798,12.3135,las_4_df
2145.0,37.5884,-32.2984,109.1452,52.9868,10.6943,2.5226,8.4201,12.2091,las_4_df
2145.5,37.444,-32.4428,110.9649,53.4056,10.8041,2.5162,8.5207,11.674,las_4_df
2146.0,36.7149,-32.1954,112.094,53.7634,10.9796,2.5048,8.6225,11.0119,las_4_df
2146.5,35.673,-31.8935,110.8288,51.9471,11.0302,2.4947,8.7254,10.9996,las_4_df
2147.0,34.5607,-31.4385,109.1221,50.1212,10.9937,2.4699,8.8296,11.3148,las_4_df
2147.5,33.802,-30.6702,107.6266,49.7379,11.1761,2.4631,8.9351,11.7639,las_4_df
2148.0,33.7761,-29.5583,106.6144,51.1331,11.2863,2.4722,8.8427,11.783,las_4_df
2148.5,34.2737,-29.4776,107.612,50.0279,11.3597,2.4851,8.8733,11.3388,las_4_df
2149.0,35.0111,-29.9441,108.9136,49.1378,11.3413,2.4811,8.9717,10.8106,las_4_df
2149.5,35.142,-30.4257,109.0183,49.4138,11.323,2.4774,9.1125,10.8003,las_4_df
2150.0,35.229,-31.6896,108.8909,49.6898,11.5425,2.4785,9.364,11.188,las_4_df
2150.5,35.3402,-31.41,107.6592,50.7006,11.5762,2.5345,9.6226,11.5378,las_4_df
2151.0,35.021,-31.3341,106.229,51.8483,11.3054,2.5528,9.8734,11.7256,las_4_df
2151.5,34.5323,-31.3249,104.9372,51.8329,11.1357,2.5359,9.8463,12.0381,las_4_df
2152.0,34.0435,-31.0772,104.0477,50.9514,11.2932,2.4993,9.8193,12.183,las_4_df
2152.5,33.9405,-30.9279,104.485,50.5847,11.2253,2.4745,9.7924,12.2787,las_4_df
2153.0,34.7599,-30.714,105.1159,51.2652,11.1574,2.4695,9.7655,12.2596,las_4_df
2153.5,35.1397,-30.4161,105.3904,51.6646,11.0895,2.477,9.7387,11.8891,las_4_df
2154.0,35.0453,-30.1956,105.2446,50.9774,11.0365,2.4956,9.712,11.1911,las_4_df
2154.5,35.6996,-29.9651,104.7907,50.2902,11.0086,2.5027,9.6854,11.2078,las_4_df
2155.0,36.5989,-30.0464,104.313,50.9246,10.9807,2.5079,9.6589,12.0622,las_4_df
2155.5,37.4983,-30.1877,104.4967,52.4818,10.9649,2.4985,9.6324,12.5676,las_4_df
2156.0,38.3976,-29.6769,105.3018,54.1415,10.9969,2.4853,9.606,12.3345,las_4_df
2156.5,38.9304,-28.3194,106.1702,53.4014,11.029,2.4702,9.5796,12.0696,las_4_df
2157.0,38.4138,-29.4866,106.9608,51.4687,11.061,2.4685,9.5534,11.9105,las_4_df
2157.5,37.8725,-30.3245,107.1602,50.5206,11.1276,2.4828,9.5359,11.72,las_4_df
2158.0,37.3312,-30.3274,106.9892,50.151,11.252,2.4811,9.5765,11.7363,las_4_df
2158.5,37.2727,-30.2865,106.7303,49.5641,11.3764,2.4773,9.6174,12.0058,las_4_df
2159.0,37.5225,-29.9437,106.3625,50.2588,11.5008,2.4691,9.6584,12.5116,las_4_df
2159.5,37.7722,-29.9411,106.1213,51.2907,11.6252,2.4644,9.6996,12.5224,las_4_df
2160.0,37.9337,-30.0444,106.192,52.2568,11.6177,2.4773,9.7409,12.246,las_4_df
2160.5,37.5808,-30.0783,106.2321,53.6026,11.4597,2.5064,9.7825,11.9921,las_4_df
2161.0,37.2279,-29.7128,106.1838,54.8742,11.336,2.5229,9.8242,11.6847,las_4_df
2161.5,36.8859,-29.5996,106.2541,54.8287,11.3983,2.5158,9.8661,11.5791,las_4_df
2162.0,36.2717,-28.8374,105.9469,52.9153,11.2684,2.5054,9.9082,11.9017,las_4_df
2162.5,35.6868,-27.6577,105.3179,50.541,11.1216,2.4845,9.9504,12.4755,las_4_df
2163.0,35.3952,-27.1665,104.3961,49.3513,10.9749,2.4969,9.9928,13.0696,las_4_df
2163.5,35.4275,-27.8855,103.475,50.3466,10.9752,2.5172,10.0355,13.2043,las_4_df
2164.0,35.8007,-28.0753,103.4661,49.4856,11.1012,2.5266,10.1507,12.9488,las_4_df
2164.5,36.174,-28.0942,103.5719,50.3344,11.0949,2.5147,10.2335,12.8262,las_4_df
2165.0,35.9502,-28.3028,103.5305,52.1637,11.0381,2.5052,10.2099,12.912,las_4_df
2165.5,35.3187,-28.6602,103.6482,52.6022,11.0404,2.5004,10.2194,12.8252,las_4_df
2166.0,34.6269,-29.2973,103.2402,52.551,11.0807,2.5019,10.2458,12.6933,las_4_df
2166.5,34.2981,-29.9018,103.0722,52.5586,11.121,2.5033,10.2738,12.7291,las_4_df
2167.0,34.6374,-30.28,104.0308,52.7058,11.1339,2.4998,10.3028,12.9523,las_4_df
2167.5,34.9915,-30.7044,105.4013,52.8896,11.093,2.4941,10.3318,12.9898,las_4_df
2168.0,35.3456,-31.1295,106.3811,53.0734,11.0247,2.4858,10.361,12.7702,las_4_df
2168.5,35.5529,-30.5947,106.5007,52.4264,10.9563,2.4718,10.3902,12.5711,las_4_df
2169.0,35.3518,-29.2144,104.8644,51.0216,10.8879,2.4637,10.4195,12.394,las_4_df
2169.5,34.6204,-28.1253,103.1745,49.907,10.8196,2.459,10.4489,12.4547,las_4_df
2170.0,33.8392,-27.4942,101.5634,50.0073,10.7549,2.4725,10.4783,13.1083,las_4_df
2170.5,33.5469,-27.2267,100.592,50.4619,10.7284,2.4989,10.5079,13.764,las_4_df
2171.0,33.6872,-27.4223,100.3517,51.1502,10.702,2.5091,10.5375,13.6365,las_4_df
2171.5,34.1778,-27.464,100.74,51.8384,10.7129,2.5095,10.5672,13.4599,las_4_df
2172.0,34.6008,-28.7354,101.8389,52.5266,10.7702,2.5103,10.5915,13.3732,las_4_df
2172.5,35.1711,-28.4168,102.3661,53.2149,10.8363,2.511,10.5626,13.1756,las_4_df
2173.0,35.1771,-28.9199,102.1905,53.4504,10.9098,2.5197,10.7608,12.9887,las_4_df
2173.5,34.6737,-28.976,101.8623,52.6265,10.9834,2.5206,10.9302,13.2079,las_4_df
2174.0,34.1703,-28.9209,101.206,51.9448,11.057,2.4941,11.1496,13.7994,las_4_df
2174.5,33.6668,-28.8151,100.5483,51.273,11.1306,2.5043,11.2453,14.2866,las_4_df
2175.0,33.1871,-28.278,100.3925,50.6597,11.1709,2.5137,11.4691,14.6445,las_4_df
2175.5,32.9509,-27.6394,100.3057,50.384,11.169,2.5128,11.7785,15.1573,las_4_df
2176.0,32.7147,-27.5782,100.613,49.1516,11.1671,2.5023,12.3572,15.1145,las_4_df
2176.5,32.4785,-28.8776,101.4811,46.8786,11.1346,2.4964,13.303,14.9272,las_4_df
2177.0,32.167,-29.8845,102.3074,44.6056,11.0496,2.5007,14.1122,14.8075,las_4_df
2177.5,31.8451,-31.0872,102.1707,41.0694,11.0274,2.4852,14.6468,17.3126,las_4_df
2178.0,31.5232,-32.8195,100.4393,38.0429,11.0686,2.4508,14.6928,28.0716,las_4_df
2178.5,31.5424,-33.122,98.4195,39.5623,11.0405,2.435,14.7378,40.2816,las_4_df
2179.0,32.0995,-30.6581,96.2297,43.8908,11.0182,2.4396,14.7765,23.7218,las_4_df
2179.5,32.6566,-28.919,95.2173,47.8795,10.9945,2.4604,14.8153,17.6592,las_4_df
2180.0,33.2137,-28.6709,95.7555,49.1997,10.9708,2.4893,14.5016,17.0409,las_4_df
2180.5,33.2371,-28.607,96.9878,50.5198,10.9471,2.5085,13.9296,16.6031,las_4_df
2181.0,32.0186,-28.5453,98.1056,49.837,11.0046,2.5093,13.3802,15.7437,las_4_df
2181.5,30.8001,-28.5716,99.0796,48.7168,10.8876,2.516,12.8524,15.5121,las_4_df
2182.0,29.3633,-28.2539,97.8945,47.5967,10.8873,2.5265,12.4572,15.9479,las_4_df
2182.5,28.0549,-28.1734,96.3282,46.4765,11.0374,2.5342,12.5366,16.8616,las_4_df
2183.0,26.7808,-28.7533,95.2715,45.3564,11.1215,2.5349,12.62,17.4382,las_4_df
2183.5,25.5067,-28.9314,94.4051,44.2362,11.0771,2.5477,13.2424,16.9713,las_4_df
2184.0,24.2327,-28.9707,93.0891,43.116,11.0326,2.531,13.8954,16.4452,las_4_df
2184.5,22.7747,-28.9276,91.9174,41.823,10.9881,2.5241,14.5807,18.5206,las_4_df
2185.0,22.0647,-29.4757,90.6754,40.6224,11.0042,2.5181,15.1811,22.5303,las_4_df
2185.5,24.1386,-30.316,90.6934,41.0726,11.1437,2.5088,14.8583,24.8832,las_4_df
2186.0,26.3469,-30.6059,93.4114,42.872,11.0971,2.5055,14.5425,24.8689,las_4_df
2186.5,28.9247,-30.798,97.4816,46.6609,10.9226,2.5044,13.9824,21.0788,las_4_df
2187.0,31.5025,-30.7023,101.7445,50.4841,10.7454,2.5095,13.3561,17.4775,las_4_df
2187.5,34.0803,-30.3668,104.7727,55.4959,10.7962,2.5141,12.7577,15.1627,las_4_df
2188.0,36.658,-29.6671,106.9361,59.1473,10.9764,2.5158,12.1862,13.12,las_4_df
2188.5,37.6536,-28.2419,107.7342,61.882,11.1231,2.513,11.8387,13.8086,las_4_df
2189.0,38.1448,-27.7285,108.5145,64.4149,10.8721,2.4962,11.8857,14.3456,las_4_df
2189.5,38.6361,-27.9681,109.6846,65.9924,10.5956,2.4756,11.8358,14.5869,las_4_df
2190.0,39.0693,-27.5553,109.0793,66.7573,10.5785,2.4639,11.5161,15.4951,las_4_df
2190.5,38.7058,-26.5035,107.8669,66.8986,10.5717,2.4623,11.205,17.644,las_4_df
2191.0,38.0553,-25.9496,107.3799,65.7567,10.5298,2.462,10.9023,18.0197,las_4_df
2191.5,37.3049,-26.0647,107.3116,64.1337,10.5031,2.4887,10.8846,17.1449,las_4_df
2192.0,36.3512,-26.7898,107.9479,62.29,10.5434,2.4981,10.8817,15.1353,las_4_df
2192.5,35.9065,-27.5041,108.515,63.2491,10.6573,2.5055,10.8788,14.2001,las_4_df
2193.0,35.77,-27.7828,108.2907,63.609,10.6005,2.5114,10.876,13.8092,las_4_df
2193.5,35.6335,-27.7102,108.2629,63.7005,10.5267,2.5,10.8731,13.9677,las_4_df
2194.0,35.497,-26.9339,108.3705,62.4181,10.5745,2.4967,10.8702,14.5943,las_4_df
2194.5,35.3605,-26.4334,107.9215,59.9612,10.6092,2.5039,10.8674,14.9975,las_4_df
2195.0,35.3805,-26.8562,106.5831,57.4183,10.5118,2.5112,10.8645,14.8253,las_4_df
2195.5,35.8142,-27.734,105.2296,55.5545,10.5174,2.5243,10.8617,14.5196,las_4_df
2196.0,36.1129,-28.5357,103.9928,54.2806,10.5759,2.5226,10.8859,14.3879,las_4_df
2196.5,35.9003,-28.9184,103.1814,53.7163,10.7721,2.5193,10.9445,14.4288,las_4_df
2197.0,34.9076,-28.6414,102.9305,52.9539,10.7943,2.5196,11.1508,14.4014,las_4_df
2197.5,33.9149,-28.6472,102.2476,52.6686,10.7788,2.5326,11.4295,14.1773,las_4_df
2198.0,32.9222,-29.0056,101.4781,52.2086,10.6314,2.5816,11.5068,14.473,las_4_df
2198.5,32.381,-29.2949,100.8482,51.3928,10.737,2.5754,11.4651,15.1575,las_4_df
2199.0,33.0691,-29.0918,100.3645,50.5622,10.7439,2.5583,11.3605,15.4051,las_4_df
